,X,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
7932,22348,47,management,married,secondary,yes,0,no,yes,cellular,22,aug,644,9,-1,0,unknown,no
7933,41061,37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,7,failure,no
7934,39499,31,admin.,single,secondary,no,8626,no,no,cellular,25,may,159,1,111,1,failure,no
7935,13237,25,admin.,married,secondary,no,142,yes,no,cellular,8,jul,312,2,-1,0,unknown,no
7936,2690,47,blue-collar,married,primary,no,159,yes,no,unknown,13,may,771,2,-1,0,unknown,no
7937,6431,28,admin.,married,secondary,no,6429,yes,yes,unknown,27,may,345,2,-1,0,unknown,no
7938,32793,37,entrepreneur,married,secondary,no,209,yes,no,cellular,17,apr,100,1,-1,0,unknown,no
7939,36834,29,student,single,secondary,no,3872,yes,no,cellular,12,may,453,2,-1,0,unknown,no
7940,7334,41,blue-collar,married,secondary,no,239,no,no,unknown,29,may,385,2,-1,0,unknown,no
7941,43061,26,technician,single,tertiary,no,3411,no,no,cellular,18,feb,236,1,183,2,success,no
7942,33034,37,technician,single,tertiary,no,6889,yes,no,cellular,17,apr,108,2,147,1,failure,no
7943,25991,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown,no
7944,8677,44,services,divorced,secondary,no,-574,yes,no,unknown,3,jun,172,2,-1,0,unknown,no
7945,27207,55,technician,married,unknown,no,1393,yes,yes,telephone,21,nov,55,5,-1,0,unknown,no
7946,32401,36,admin.,single,tertiary,no,918,yes,no,cellular,16,apr,127,2,-1,0,unknown,no
7947,11467,40,admin.,married,secondary,no,1,no,no,unknown,19,jun,84,3,-1,0,unknown,no
7948,14254,30,services,divorced,secondary,no,-94,yes,no,cellular,14,jul,41,2,-1,0,unknown,no
7949,42788,52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
7950,15828,41,entrepreneur,married,secondary,no,187,no,yes,cellular,21,jul,354,1,-1,0,unknown,no
7951,35935,55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147,2,298,3,failure,no
7952,1305,38,management,divorced,tertiary,no,904,yes,no,unknown,8,may,475,1,-1,0,unknown,no
7953,3787,29,blue-collar,single,secondary,no,4574,yes,no,unknown,16,may,217,2,-1,0,unknown,no
7954,2361,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,no
7955,26867,46,blue-collar,married,primary,no,676,yes,no,cellular,20,nov,825,6,174,4,failure,no
7956,27781,33,blue-collar,married,secondary,yes,-354,yes,yes,cellular,28,jan,104,1,245,2,failure,no
7957,17683,34,services,divorced,secondary,no,5934,yes,no,cellular,29,jul,82,7,-1,0,unknown,no
7958,8752,59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,no
7959,42534,59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,yes
7960,22665,60,retired,married,primary,no,155,no,no,cellular,25,aug,115,7,-1,0,unknown,no
7961,6359,26,services,divorced,primary,no,633,yes,no,unknown,27,may,326,2,-1,0,unknown,no
7962,37315,32,blue-collar,married,secondary,no,-64,yes,no,cellular,13,may,641,1,-1,0,unknown,no
7963,7268,36,self-employed,single,primary,no,235,yes,no,unknown,29,may,141,9,-1,0,unknown,no
7964,42627,25,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,1,-1,0,unknown,yes
7965,5342,34,housemaid,single,secondary,no,1408,yes,no,unknown,23,may,245,1,-1,0,unknown,no
7966,17543,46,unemployed,married,secondary,no,931,no,no,cellular,29,jul,156,5,-1,0,unknown,no
7967,9172,58,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,267,2,-1,0,unknown,no
7968,43538,80,retired,divorced,primary,no,5861,no,no,telephone,26,apr,92,8,-1,0,unknown,no
7969,33298,40,admin.,single,secondary,no,2360,yes,no,cellular,20,apr,15,2,-1,0,unknown,no
7970,15288,54,technician,single,tertiary,no,467,yes,no,cellular,18,jul,674,3,-1,0,unknown,yes
7971,14387,43,technician,single,secondary,no,145,no,no,cellular,14,jul,341,3,-1,0,unknown,no
7972,19533,43,management,married,secondary,no,10273,no,no,cellular,7,aug,359,2,-1,0,unknown,no
7973,37332,32,management,divorced,tertiary,no,1804,yes,no,cellular,13,may,122,1,355,1,failure,no
7974,7819,36,management,single,tertiary,no,548,yes,yes,unknown,30,may,618,3,-1,0,unknown,no
7975,6067,43,services,married,secondary,no,278,yes,no,unknown,26,may,14,20,-1,0,unknown,no
7976,460,35,blue-collar,married,secondary,no,89,yes,no,unknown,6,may,145,2,-1,0,unknown,no
7977,6338,30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,751,1,-1,0,unknown,yes
7978,9507,46,technician,married,secondary,no,0,no,no,unknown,6,jun,186,2,-1,0,unknown,no
7979,33079,37,blue-collar,married,secondary,no,16727,yes,no,cellular,20,apr,152,2,-1,0,unknown,no
7980,21300,35,management,single,tertiary,no,1635,no,no,cellular,18,aug,90,6,-1,0,unknown,no
7981,6521,30,self-employed,single,tertiary,no,2593,no,no,unknown,27,may,662,7,-1,0,unknown,no
7982,21474,60,technician,married,secondary,no,955,no,no,cellular,18,aug,37,3,-1,0,unknown,no
7983,44897,23,student,single,secondary,no,1062,no,no,telephone,27,sep,379,3,-1,0,unknown,no
7984,34058,37,management,married,tertiary,no,57,no,no,cellular,30,apr,96,2,84,1,success,no
7985,6486,32,services,married,secondary,yes,-684,yes,no,unknown,27,may,298,3,-1,0,unknown,no
7986,36344,48,blue-collar,married,secondary,no,7985,yes,no,cellular,11,may,232,2,347,1,failure,no
7987,23589,52,technician,married,tertiary,no,0,no,no,cellular,28,aug,84,15,-1,0,unknown,no
7988,22782,55,management,married,tertiary,no,740,no,no,cellular,25,aug,57,3,-1,0,unknown,no
7989,12073,35,management,married,tertiary,no,1256,yes,no,unknown,20,jun,26,29,-1,0,unknown,no
7990,28012,50,management,married,primary,no,1458,no,no,cellular,28,jan,92,1,-1,0,unknown,no
7991,1232,27,admin.,single,secondary,no,181,yes,no,unknown,8,may,231,2,-1,0,unknown,no
7992,17891,60,retired,divorced,secondary,no,1382,no,no,cellular,30,jul,112,10,-1,0,unknown,no
7993,16922,30,blue-collar,single,primary,no,3195,yes,yes,cellular,25,jul,134,1,-1,0,unknown,no
7994,2669,57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139,4,-1,0,unknown,no
7995,32210,42,technician,divorced,secondary,no,2189,no,no,cellular,16,apr,67,5,149,2,other,no
7996,39055,25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,-1,0,unknown,yes
7997,13280,58,management,married,tertiary,no,913,no,yes,cellular,8,jul,326,6,-1,0,unknown,no
7998,39277,28,admin.,single,primary,no,25,yes,no,cellular,18,may,296,2,-1,0,unknown,no
7999,20418,51,admin.,married,secondary,no,1535,no,no,cellular,12,aug,359,2,-1,0,unknown,no
8000,7410,35,blue-collar,married,secondary,no,807,yes,no,unknown,29,may,1185,3,-1,0,unknown,no
8001,7175,56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66,2,-1,0,unknown,no
8002,14311,28,services,married,secondary,no,7,yes,yes,cellular,14,jul,226,4,-1,0,unknown,no
8003,18511,50,services,married,secondary,yes,0,no,no,telephone,31,jul,35,9,-1,0,unknown,no
8004,18280,59,blue-collar,divorced,primary,no,4399,yes,no,telephone,31,jul,69,8,-1,0,unknown,no
8005,27194,36,management,married,tertiary,no,3537,yes,no,cellular,21,nov,115,2,-1,0,unknown,no
8006,23999,49,technician,single,secondary,no,114,no,no,cellular,29,aug,12,6,-1,0,unknown,no
8007,20260,51,technician,divorced,secondary,no,0,no,no,cellular,11,aug,177,2,-1,0,unknown,no
8008,39170,30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,unknown,no
8009,27254,30,services,single,secondary,no,190,no,no,cellular,21,nov,312,1,-1,0,unknown,no
8010,35334,37,blue-collar,married,primary,no,223,yes,no,cellular,7,may,569,1,297,3,failure,no
8011,38458,33,services,divorced,secondary,no,2411,yes,no,cellular,15,may,360,1,-1,0,unknown,no
8012,10656,39,services,single,secondary,no,1336,yes,no,unknown,16,jun,358,1,-1,0,unknown,no
8013,33767,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,no
8014,2532,34,management,married,tertiary,no,402,yes,no,unknown,13,may,813,2,-1,0,unknown,no
8015,42394,60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,yes
8016,19911,31,admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189,2,-1,0,unknown,no
8017,34390,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown,yes
8018,24178,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,yes
8019,15341,43,management,married,tertiary,no,704,no,no,cellular,18,jul,116,1,-1,0,unknown,no
8020,25697,41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,unknown,no
8021,10253,29,admin.,single,secondary,no,171,yes,no,unknown,11,jun,83,10,-1,0,unknown,no
8022,33311,34,blue-collar,single,secondary,no,565,yes,yes,cellular,20,apr,20,4,-1,0,unknown,no
8023,30196,26,self-employed,single,secondary,no,1018,no,no,cellular,5,feb,101,1,-1,0,unknown,no
8024,40494,29,management,single,tertiary,no,4331,no,no,cellular,7,jul,611,1,-1,0,unknown,no
8025,25726,41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,no
8026,37317,33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,-1,0,unknown,yes
8027,16992,40,management,divorced,tertiary,no,205,no,no,cellular,25,jul,357,1,-1,0,unknown,no
8028,19655,35,management,married,tertiary,no,416,no,no,cellular,7,aug,163,4,-1,0,unknown,no
8029,19534,36,management,married,tertiary,no,1477,no,no,cellular,7,aug,71,2,-1,0,unknown,no
8030,26289,33,blue-collar,married,secondary,no,1402,no,no,cellular,20,nov,63,5,-1,0,unknown,no
8031,27514,50,retired,married,secondary,no,1047,no,no,cellular,21,nov,98,5,-1,0,unknown,no
8032,21659,48,technician,divorced,tertiary,no,83,no,yes,cellular,19,aug,243,6,-1,0,unknown,no
8033,2320,39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,-1,0,unknown,no
8034,15781,26,entrepreneur,single,tertiary,no,81,no,no,cellular,21,jul,262,3,-1,0,unknown,no
8035,26395,31,technician,married,secondary,no,450,no,yes,cellular,20,nov,111,2,129,4,failure,no
8036,15648,32,admin.,married,secondary,no,0,yes,no,cellular,21,jul,229,1,-1,0,unknown,no
8037,8237,31,blue-collar,married,secondary,no,-282,yes,yes,unknown,2,jun,108,1,-1,0,unknown,no
8038,15521,32,technician,single,secondary,no,2341,yes,no,cellular,18,jul,243,1,-1,0,unknown,no
8039,6241,31,management,single,tertiary,no,2124,yes,no,unknown,27,may,316,2,-1,0,unknown,no
8040,4453,30,blue-collar,married,secondary,no,1803,yes,no,unknown,20,may,29,1,-1,0,unknown,no
8041,41433,69,retired,married,secondary,no,148,no,no,telephone,4,sep,101,1,-1,0,unknown,no
8042,14323,49,entrepreneur,married,secondary,no,1916,no,yes,telephone,14,jul,281,3,-1,0,unknown,no
8043,20271,32,technician,single,tertiary,no,300,no,no,cellular,11,aug,163,2,-1,0,unknown,no
8044,11264,37,housemaid,divorced,secondary,no,37,no,no,unknown,18,jun,155,2,-1,0,unknown,no
8045,42382,58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,unknown,no
8046,23938,35,management,married,tertiary,no,511,no,no,cellular,29,aug,91,4,-1,0,unknown,no
8047,12780,59,retired,divorced,secondary,no,23,no,no,cellular,7,jul,66,1,-1,0,unknown,no
8048,13002,27,services,married,secondary,no,379,no,yes,cellular,7,jul,269,2,-1,0,unknown,no
8049,3274,40,blue-collar,divorced,secondary,no,793,yes,no,unknown,15,may,109,1,-1,0,unknown,no
8050,34767,46,blue-collar,single,primary,no,501,yes,no,cellular,6,may,207,1,-1,0,unknown,no
8051,5746,36,technician,divorced,secondary,no,160,yes,no,unknown,26,may,142,1,-1,0,unknown,no
8052,36068,50,admin.,married,secondary,no,284,yes,no,cellular,11,may,106,1,278,3,failure,no
8053,19253,50,blue-collar,married,secondary,no,616,yes,no,cellular,6,aug,439,6,-1,0,unknown,no
8054,28578,27,blue-collar,single,secondary,yes,81,no,yes,cellular,29,jan,123,2,205,2,success,no
8055,33155,52,services,divorced,secondary,no,1430,yes,no,telephone,20,apr,121,4,-1,0,unknown,no
8056,19152,47,blue-collar,married,primary,no,699,no,no,cellular,5,aug,203,1,-1,0,unknown,no
8057,7905,38,technician,single,secondary,no,-143,yes,no,unknown,30,may,428,7,-1,0,unknown,no
8058,28179,47,blue-collar,married,secondary,no,676,yes,no,cellular,29,jan,110,1,184,4,other,no
8059,6159,32,admin.,married,secondary,no,17,yes,no,unknown,27,may,123,1,-1,0,unknown,no
8060,42278,44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,yes
8061,34548,38,blue-collar,single,secondary,no,2032,yes,no,cellular,5,may,87,4,349,2,failure,no
8062,19132,52,management,married,tertiary,no,547,no,no,cellular,5,aug,112,2,-1,0,unknown,no
8063,40239,26,self-employed,single,tertiary,no,1444,no,no,cellular,12,jun,139,5,-1,0,unknown,no
8064,4456,31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,yes
8065,36991,37,blue-collar,married,primary,no,37,yes,no,cellular,13,may,24,2,362,1,other,no
8066,18618,45,blue-collar,married,unknown,no,5640,yes,no,telephone,31,jul,18,9,-1,0,unknown,no
8067,42,50,management,married,secondary,no,49,yes,no,unknown,5,may,180,2,-1,0,unknown,no
8068,5658,43,blue-collar,married,secondary,no,470,yes,yes,unknown,26,may,185,1,-1,0,unknown,no
8069,1964,39,services,single,secondary,no,126,yes,no,unknown,9,may,211,2,-1,0,unknown,no
8070,17708,53,admin.,married,secondary,no,1815,no,no,cellular,29,jul,86,6,-1,0,unknown,no
8071,15573,26,services,single,secondary,no,3,no,yes,cellular,21,jul,140,4,-1,0,unknown,no
8072,13998,44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,no
8073,14248,52,blue-collar,single,primary,yes,-2,no,no,cellular,14,jul,349,2,-1,0,unknown,no
8074,38204,33,entrepreneur,married,secondary,no,1996,yes,no,cellular,15,may,72,2,178,1,failure,no
8075,14551,37,housemaid,married,primary,no,0,no,yes,telephone,15,jul,265,4,-1,0,unknown,no
8076,43940,38,blue-collar,married,primary,no,1630,yes,no,cellular,17,jun,101,3,94,19,other,no
8077,18656,36,technician,single,secondary,no,76,yes,no,cellular,31,jul,109,5,-1,0,unknown,no
8078,2241,35,management,divorced,tertiary,no,538,yes,no,unknown,12,may,66,4,-1,0,unknown,no
8079,26564,38,blue-collar,married,primary,no,1327,yes,no,cellular,20,nov,277,1,-1,0,unknown,no
8080,9170,44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
8081,16758,59,technician,divorced,tertiary,no,3331,yes,no,cellular,24,jul,43,3,-1,0,unknown,no
8082,6589,49,technician,divorced,secondary,no,181,yes,no,unknown,28,may,230,8,-1,0,unknown,no
8083,18737,48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,1039,9,-1,0,unknown,yes
8084,10973,39,blue-collar,married,secondary,no,2239,no,no,unknown,17,jun,133,2,-1,0,unknown,no
8085,12675,36,unemployed,divorced,primary,no,0,no,no,telephone,4,jul,304,3,-1,0,unknown,no
8086,21757,47,services,married,secondary,no,459,no,no,cellular,19,aug,599,3,-1,0,unknown,no
8087,40868,28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,150,1,79,3,success,no
8088,20413,58,retired,married,secondary,no,764,no,no,cellular,12,aug,219,4,-1,0,unknown,no
8089,30190,54,blue-collar,married,secondary,no,844,no,no,telephone,5,feb,8,7,189,18,other,no
8090,29218,26,student,single,secondary,no,2469,no,no,cellular,2,feb,406,1,-1,0,unknown,no
8091,7253,52,technician,married,unknown,no,9687,yes,no,unknown,29,may,936,1,-1,0,unknown,no
8092,26209,34,blue-collar,single,secondary,no,3043,yes,yes,cellular,20,nov,670,1,-1,0,unknown,yes
8093,44684,32,technician,single,secondary,no,260,yes,no,unknown,5,sep,13,1,656,7,other,no
8094,32227,33,self-employed,married,tertiary,no,666,yes,no,cellular,16,apr,297,1,-1,0,unknown,no
8095,11769,44,blue-collar,married,primary,yes,0,no,yes,unknown,20,jun,144,1,-1,0,unknown,no
8096,28322,40,management,married,tertiary,no,351,yes,no,cellular,29,jan,338,1,254,3,failure,no
8097,638,30,unemployed,divorced,secondary,no,1144,yes,no,unknown,6,may,252,1,-1,0,unknown,no
8098,2480,59,management,divorced,primary,no,13308,yes,no,unknown,13,may,131,1,-1,0,unknown,no
8099,32465,40,blue-collar,married,secondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,no
8100,22690,30,technician,married,secondary,no,384,no,no,cellular,25,aug,73,3,-1,0,unknown,no
8101,1904,27,self-employed,single,tertiary,no,-503,yes,no,unknown,9,may,98,3,-1,0,unknown,no
8102,20473,30,management,single,secondary,no,1913,no,no,cellular,12,aug,250,2,-1,0,unknown,no
8103,27655,59,management,married,tertiary,no,20798,yes,no,cellular,21,nov,9,7,-1,0,unknown,no
8104,25088,58,technician,single,secondary,no,8600,yes,no,cellular,18,nov,61,1,-1,0,unknown,no
8105,2216,48,blue-collar,married,secondary,no,684,yes,yes,unknown,12,may,139,1,-1,0,unknown,no
8106,1909,46,entrepreneur,married,unknown,no,242,yes,no,unknown,9,may,332,2,-1,0,unknown,no
8107,7672,53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no
8108,11995,57,blue-collar,married,primary,no,1592,no,yes,unknown,20,jun,78,4,-1,0,unknown,no
8109,19139,49,admin.,married,secondary,no,2254,no,no,cellular,5,aug,77,1,-1,0,unknown,no
8110,44031,33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,1,84,3,success,yes
8111,20223,34,technician,married,secondary,no,1569,no,no,cellular,11,aug,149,2,-1,0,unknown,no
8112,20982,35,technician,single,secondary,no,1717,no,no,cellular,14,aug,206,2,-1,0,unknown,no
8113,38159,34,technician,divorced,tertiary,no,1317,yes,no,cellular,15,may,239,1,-1,0,unknown,no
8114,29855,38,entrepreneur,married,tertiary,no,227,yes,no,cellular,4,feb,89,1,209,1,failure,no
8115,21410,30,technician,single,secondary,no,19,yes,no,cellular,18,aug,16,15,-1,0,unknown,no
8116,25982,36,entrepreneur,married,secondary,no,227,no,no,cellular,19,nov,294,2,-1,0,unknown,no
8117,35705,39,management,divorced,tertiary,no,299,yes,no,cellular,8,may,40,2,-1,0,unknown,no
8118,3475,39,technician,married,primary,no,644,yes,no,unknown,15,may,110,1,-1,0,unknown,no
8119,7425,39,admin.,married,secondary,yes,0,no,no,unknown,29,may,59,3,-1,0,unknown,no
8120,39701,46,management,married,tertiary,no,2199,no,no,telephone,27,may,146,1,-1,0,unknown,no
8121,35723,41,blue-collar,married,primary,no,1428,yes,yes,cellular,8,may,182,1,-1,0,unknown,no
8122,40963,40,technician,married,tertiary,no,99,no,no,cellular,13,aug,220,2,364,2,failure,no
8123,17423,34,technician,single,secondary,no,2683,no,no,cellular,28,jul,73,2,-1,0,unknown,no
8124,4635,31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,yes
8125,44879,31,blue-collar,married,secondary,no,812,yes,no,cellular,23,sep,245,1,-1,0,unknown,no
8126,41671,61,management,married,tertiary,no,1224,no,no,cellular,1,oct,99,1,-1,0,unknown,no
8127,31066,33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure,yes
8128,16759,29,blue-collar,single,secondary,no,223,no,no,cellular,24,jul,1259,1,-1,0,unknown,no
8129,9304,46,blue-collar,married,primary,no,2093,no,no,unknown,5,jun,128,2,-1,0,unknown,no
8130,13838,41,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,122,1,-1,0,unknown,no
8131,33525,37,technician,divorced,secondary,no,630,yes,no,cellular,20,apr,28,2,-1,0,unknown,no
8132,27160,54,management,married,tertiary,no,37176,no,no,cellular,21,nov,206,1,-1,0,unknown,no
8133,32579,38,services,married,tertiary,no,0,yes,no,cellular,17,apr,239,1,147,4,failure,no
8134,14557,37,management,single,tertiary,no,24,no,no,cellular,15,jul,280,5,-1,0,unknown,no
8135,8286,32,blue-collar,divorced,secondary,no,0,yes,no,unknown,2,jun,746,2,-1,0,unknown,no
8136,42830,37,unemployed,single,tertiary,no,953,yes,no,cellular,2,feb,102,1,155,5,failure,no
8137,37695,48,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243,1,-1,0,unknown,no
8138,38362,37,blue-collar,married,primary,no,508,yes,yes,cellular,15,may,340,1,-1,0,unknown,no
8139,29152,46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,unknown,no
8140,39694,51,housemaid,married,secondary,no,2239,no,no,cellular,27,may,1576,1,-1,0,unknown,no
8141,41580,56,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,yes
8142,29952,54,management,married,tertiary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,no
8143,24764,59,blue-collar,married,primary,no,162,no,no,telephone,18,nov,140,1,-1,0,unknown,no
8144,32232,34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,no
8145,23376,56,management,divorced,tertiary,no,321,no,no,cellular,27,aug,49,4,-1,0,unknown,no
8146,30327,29,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,563,1,-1,0,unknown,no
8147,36487,36,blue-collar,single,primary,no,109,yes,no,telephone,12,may,200,2,370,2,failure,no
8148,11631,39,blue-collar,married,primary,no,1046,no,no,unknown,19,jun,112,4,-1,0,unknown,no
8149,35971,51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown,no
8150,30758,59,unemployed,married,secondary,no,1226,no,no,cellular,6,feb,270,3,-1,0,unknown,no
8151,15783,33,student,married,secondary,no,0,no,no,cellular,21,jul,100,1,-1,0,unknown,no
8152,11026,38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,unknown,no
8153,25644,41,management,divorced,tertiary,no,8106,no,no,cellular,19,nov,39,1,-1,0,unknown,no
8154,1553,48,technician,divorced,tertiary,no,574,yes,no,unknown,8,may,341,2,-1,0,unknown,no
8155,18198,56,technician,divorced,unknown,no,1939,yes,no,cellular,30,jul,121,3,-1,0,unknown,no
8156,41101,56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,yes
8157,37856,46,admin.,married,secondary,no,-236,yes,no,telephone,14,may,217,2,-1,0,unknown,no
8158,8409,44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no
8159,1446,58,self-employed,divorced,secondary,no,613,yes,no,unknown,8,may,154,2,-1,0,unknown,no
8160,41831,19,student,single,primary,no,103,no,no,cellular,15,oct,96,2,97,2,success,no
8161,10864,39,technician,single,secondary,no,2910,yes,no,unknown,17,jun,157,5,-1,0,unknown,no
8162,33004,45,blue-collar,married,unknown,no,349,yes,no,cellular,17,apr,179,2,336,2,other,no
8163,11655,41,technician,divorced,unknown,no,143,no,no,unknown,20,jun,141,4,-1,0,unknown,no
8164,12778,29,admin.,married,secondary,no,488,no,yes,cellular,7,jul,223,1,-1,0,unknown,no
8165,15268,47,admin.,married,secondary,no,1808,no,yes,cellular,17,jul,125,1,-1,0,unknown,no
8166,21713,56,self-employed,married,unknown,no,0,no,no,cellular,19,aug,130,1,-1,0,unknown,no
8167,42668,36,admin.,divorced,secondary,no,592,no,no,cellular,14,jan,96,7,93,7,success,no
8168,34341,57,retired,married,tertiary,no,1458,no,no,telephone,4,may,89,5,-1,0,unknown,no
8169,22273,37,management,married,secondary,no,38,no,no,cellular,21,aug,94,13,-1,0,unknown,no
8170,39342,29,blue-collar,married,primary,no,79,yes,no,cellular,18,may,27,4,356,2,failure,no
8171,25317,53,management,married,tertiary,no,9072,no,no,cellular,18,nov,117,2,-1,0,unknown,no
8172,30616,36,management,divorced,tertiary,no,2361,no,no,cellular,6,feb,101,1,-1,0,unknown,no
8173,18106,30,services,single,secondary,no,726,yes,yes,cellular,30,jul,109,3,-1,0,unknown,no
8174,40958,71,retired,married,secondary,no,3,no,no,cellular,13,aug,1175,3,189,1,other,no
8175,16712,34,management,married,tertiary,no,889,yes,no,cellular,24,jul,539,1,-1,0,unknown,no
8176,348,39,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,680,2,-1,0,unknown,no
8177,34333,32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,3,-1,0,unknown,yes
8178,43577,56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,no
8179,32352,43,technician,married,secondary,no,-932,yes,no,cellular,16,apr,567,1,-1,0,unknown,no
8180,2570,53,admin.,divorced,secondary,no,592,yes,no,unknown,13,may,151,1,-1,0,unknown,no
8181,27216,31,management,married,tertiary,no,432,yes,no,cellular,21,nov,197,1,-1,0,unknown,no
8182,28488,27,services,married,secondary,no,834,no,no,cellular,29,jan,265,2,-1,0,unknown,no
8183,20731,57,management,divorced,tertiary,no,160,no,no,cellular,13,aug,303,2,-1,0,unknown,no
8184,4220,42,unemployed,married,secondary,no,1990,yes,yes,unknown,19,may,13,1,-1,0,unknown,no
8185,8861,33,management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown,no
8186,13456,42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,61,1,-1,0,unknown,no
8187,40548,49,housemaid,married,secondary,no,114,no,no,cellular,8,jul,502,2,-1,0,unknown,no
8188,42349,42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,97,4,success,yes
8189,39253,24,blue-collar,single,primary,no,174,yes,no,cellular,18,may,22,3,-1,0,unknown,no
8190,5226,32,blue-collar,married,secondary,yes,98,no,yes,unknown,23,may,174,1,-1,0,unknown,no
8191,22357,46,housemaid,single,tertiary,no,1328,no,no,cellular,22,aug,1241,2,-1,0,unknown,no
8192,35222,32,services,married,secondary,no,426,yes,yes,cellular,7,may,383,1,339,1,other,no
8193,3157,26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown,no
8194,40812,31,management,married,tertiary,no,199,yes,yes,cellular,11,aug,127,2,461,4,success,no
8195,15058,31,technician,single,unknown,no,187,no,no,cellular,17,jul,86,1,-1,0,unknown,no
8196,19077,43,technician,married,secondary,no,629,no,no,cellular,5,aug,196,1,-1,0,unknown,no
8197,5906,33,admin.,married,secondary,no,-167,yes,no,unknown,26,may,121,1,-1,0,unknown,no
8198,25707,44,services,married,primary,no,1161,yes,no,cellular,19,nov,402,1,184,5,failure,no
8199,45190,25,services,single,secondary,no,199,no,no,cellular,16,nov,173,1,92,5,failure,no
8200,434,40,blue-collar,married,primary,no,46,yes,no,unknown,6,may,119,1,-1,0,unknown,no
8201,9355,44,management,divorced,tertiary,no,0,no,no,unknown,6,jun,373,1,-1,0,unknown,no
8202,33286,59,management,divorced,tertiary,no,258,yes,no,cellular,20,apr,33,1,173,1,success,no
8203,30617,40,admin.,married,secondary,no,767,yes,no,cellular,6,feb,168,1,-1,0,unknown,no
8204,26819,53,blue-collar,divorced,primary,no,1480,yes,no,cellular,20,nov,95,2,-1,0,unknown,no
8205,16360,38,management,married,tertiary,no,246,yes,no,unknown,23,jul,717,8,-1,0,unknown,no
