,X,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1918,31425,50,services,married,secondary,no,0,yes,no,cellular,27,mar,689,2,-1,0,unknown,no
5350,44279,28,student,single,secondary,no,2015,no,no,cellular,26,jul,110,2,182,2,failure,no
2673,27551,50,unemployed,married,secondary,no,36221,no,no,cellular,21,nov,13,2,-1,0,unknown,no
669,37168,39,blue-collar,married,primary,no,3419,yes,no,cellular,13,may,155,1,327,5,failure,no
5414,30228,33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
25381,9798,36,management,divorced,tertiary,no,7821,no,no,unknown,9,jun,217,1,-1,0,unknown,no
22890,6722,28,blue-collar,single,secondary,no,1,no,no,unknown,28,may,181,1,-1,0,unknown,no
21645,39184,37,blue-collar,married,secondary,no,139,yes,no,cellular,18,may,412,5,-1,0,unknown,no
3764,31249,32,technician,married,tertiary,no,3820,yes,no,cellular,3,mar,105,1,-1,0,unknown,no
22193,10441,40,services,married,secondary,no,0,no,no,unknown,12,jun,543,2,-1,0,unknown,no
2774,31602,39,technician,single,tertiary,no,54,yes,no,cellular,3,apr,204,2,248,12,failure,no
11489,1315,36,management,married,tertiary,no,1852,no,no,unknown,8,may,362,1,-1,0,unknown,no
18345,21386,32,technician,single,tertiary,no,2481,no,no,cellular,18,aug,547,11,-1,0,unknown,no
26629,12392,60,retired,divorced,primary,no,95,no,yes,unknown,27,jun,244,1,-1,0,unknown,no
20928,14068,50,services,married,secondary,no,-682,yes,no,cellular,11,jul,479,2,-1,0,unknown,no
26160,9439,36,self-employed,single,tertiary,no,2000,no,no,unknown,6,jun,94,1,-1,0,unknown,no
2995,34131,46,technician,married,unknown,no,3914,yes,no,cellular,30,apr,247,1,-1,0,unknown,no
3381,1489,50,blue-collar,married,primary,no,1164,yes,no,unknown,8,may,166,2,-1,0,unknown,no
18248,10503,50,self-employed,married,primary,no,2636,yes,no,unknown,16,jun,349,2,-1,0,unknown,no
10265,28648,34,technician,married,secondary,no,1137,no,no,cellular,29,jan,383,2,206,1,other,no
14109,19971,41,technician,single,secondary,no,2300,no,no,cellular,8,aug,160,6,-1,0,unknown,no
20829,9622,60,management,married,secondary,no,130,no,no,unknown,6,jun,151,1,-1,0,unknown,no
12409,27676,30,services,married,secondary,no,9531,no,no,cellular,21,nov,105,4,-1,0,unknown,no
11632,23830,45,technician,divorced,secondary,no,54,no,no,cellular,29,aug,83,3,-1,0,unknown,no
10940,2003,35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,-1,0,unknown,no
13079,16722,45,blue-collar,married,secondary,no,2718,yes,no,cellular,24,jul,304,2,-1,0,unknown,no
23159,20348,31,management,married,tertiary,no,3739,no,no,cellular,11,aug,117,3,-1,0,unknown,no
2701,35586,33,services,married,secondary,no,0,yes,yes,cellular,7,may,172,2,-1,0,unknown,no
23468,23621,58,housemaid,married,primary,no,7881,no,no,cellular,28,aug,507,8,-1,0,unknown,no
6420,30904,30,unemployed,single,primary,no,15261,no,no,cellular,9,feb,43,5,-1,0,unknown,no
15755,660,38,management,married,unknown,no,1349,yes,no,unknown,6,may,100,1,-1,0,unknown,no
3196,31037,28,admin.,married,tertiary,no,174,yes,yes,cellular,11,feb,56,1,184,2,failure,no
22933,9192,59,housemaid,married,primary,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no
24935,21654,40,unknown,married,tertiary,no,119,no,no,cellular,19,aug,258,2,-1,0,unknown,no
19594,19229,41,technician,married,secondary,no,3432,no,no,cellular,6,aug,140,3,-1,0,unknown,no
5550,30411,33,management,married,tertiary,no,184,no,no,cellular,5,feb,113,1,-1,0,unknown,no
9022,18286,37,blue-collar,married,secondary,no,417,no,no,cellular,31,jul,1212,5,-1,0,unknown,no
2454,14324,27,housemaid,married,primary,yes,-238,no,no,cellular,14,jul,132,4,-1,0,unknown,no
20286,13448,33,services,married,secondary,no,0,no,no,cellular,9,jul,128,1,-1,0,unknown,no
16907,12370,32,housemaid,married,primary,no,7,no,yes,unknown,27,jun,110,1,-1,0,unknown,no
3124,26082,59,retired,married,secondary,no,17769,no,no,cellular,19,nov,322,3,-1,0,unknown,no
26954,28411,28,management,single,tertiary,no,278,no,yes,cellular,29,jan,194,1,-1,0,unknown,no
15839,32527,36,services,married,secondary,no,456,yes,yes,cellular,17,apr,294,1,319,4,failure,no
2705,7107,59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184,1,-1,0,unknown,no
19445,4419,35,blue-collar,married,secondary,no,274,yes,yes,unknown,20,may,205,1,-1,0,unknown,no
19580,30456,58,technician,married,secondary,no,0,yes,no,cellular,5,feb,1823,1,205,1,failure,no
364,31582,28,technician,single,tertiary,no,172,yes,yes,cellular,3,apr,100,14,60,2,failure,no
17639,17969,43,blue-collar,single,secondary,no,99,no,no,cellular,30,jul,226,2,-1,0,unknown,no
8401,11818,37,blue-collar,married,secondary,no,43,yes,no,unknown,20,jun,250,3,-1,0,unknown,no
5141,2548,41,blue-collar,married,primary,no,1135,yes,no,unknown,13,may,265,1,-1,0,unknown,no
11304,11135,56,blue-collar,married,secondary,no,3760,no,no,unknown,18,jun,243,3,-1,0,unknown,no
6363,29136,31,admin.,single,tertiary,no,5,no,yes,cellular,2,feb,75,1,206,1,failure,no
18194,31364,33,technician,single,tertiary,no,154,no,no,cellular,18,mar,159,2,-1,0,unknown,no
7467,2772,54,technician,divorced,secondary,no,447,yes,no,unknown,14,may,146,4,-1,0,unknown,no
2585,24869,34,management,married,tertiary,no,786,yes,yes,cellular,18,nov,250,1,-1,0,unknown,no
4898,31275,30,student,single,unknown,no,988,no,no,cellular,5,mar,167,9,-1,0,unknown,no
17721,38549,29,blue-collar,married,secondary,no,25,yes,no,cellular,15,may,50,5,-1,0,unknown,no
26366,26569,51,technician,married,secondary,no,-153,no,no,cellular,20,nov,72,2,92,4,failure,no
25494,35185,38,services,married,secondary,no,369,yes,no,telephone,7,may,224,1,-1,0,unknown,no
17270,32625,22,blue-collar,single,secondary,no,104,yes,no,cellular,17,apr,531,1,339,1,other,no
23549,38637,29,entrepreneur,married,secondary,no,422,yes,no,cellular,15,may,69,3,361,2,failure,no
3575,29085,46,entrepreneur,married,primary,no,0,no,no,cellular,2,feb,64,1,-1,0,unknown,no
23601,1468,57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,may,275,1,-1,0,unknown,no
17298,25861,39,blue-collar,married,secondary,no,94,yes,yes,cellular,19,nov,181,1,-1,0,unknown,no
22096,24036,53,entrepreneur,married,secondary,no,0,no,no,cellular,29,aug,88,3,-1,0,unknown,no
9209,7596,40,blue-collar,married,secondary,no,737,yes,no,unknown,30,may,135,2,-1,0,unknown,no
14423,34696,43,management,married,tertiary,no,176,yes,no,cellular,5,may,253,2,286,1,failure,no
12088,21293,42,self-employed,single,tertiary,no,1225,no,no,cellular,18,aug,104,3,-1,0,unknown,no
11734,30217,47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,105,1,253,4,failure,no
10242,18206,34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,unknown,no
11249,1343,33,admin.,divorced,secondary,no,140,yes,no,unknown,8,may,139,1,-1,0,unknown,no
19302,13397,35,admin.,married,primary,no,1994,no,no,cellular,9,jul,64,1,-1,0,unknown,no
22008,40932,50,admin.,married,secondary,no,238,yes,no,cellular,12,aug,216,5,-1,0,unknown,no
9870,27505,44,blue-collar,married,primary,no,0,yes,yes,cellular,21,nov,32,2,116,3,other,no
239,19293,44,technician,married,secondary,no,1901,no,no,cellular,6,aug,165,2,-1,0,unknown,no
18216,24427,49,entrepreneur,married,tertiary,no,313,yes,no,cellular,17,nov,42,2,188,2,failure,no
9904,44923,54,blue-collar,single,secondary,no,1633,yes,no,unknown,4,oct,12,1,-1,0,unknown,no
16789,12988,43,entrepreneur,married,secondary,no,128,yes,no,telephone,7,jul,122,2,-1,0,unknown,no
15880,37467,36,services,married,secondary,no,-302,yes,no,cellular,13,may,36,2,-1,0,unknown,no
14341,16144,30,blue-collar,married,secondary,no,791,yes,yes,cellular,22,jul,137,2,-1,0,unknown,no
17651,685,42,management,married,tertiary,no,0,yes,no,unknown,6,may,65,3,-1,0,unknown,no
12952,3665,60,management,divorced,secondary,no,773,yes,yes,unknown,16,may,597,22,-1,0,unknown,no
12008,19400,50,technician,married,secondary,no,10757,yes,no,cellular,6,aug,276,3,-1,0,unknown,no
24819,32810,31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,1,-1,0,unknown,no
4471,4872,30,entrepreneur,married,primary,no,-98,yes,no,unknown,21,may,166,7,-1,0,unknown,no
8864,8736,44,blue-collar,married,primary,no,924,yes,no,unknown,4,jun,89,3,-1,0,unknown,no
6510,1897,57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,9,may,153,1,-1,0,unknown,no
16233,3426,57,services,married,secondary,no,84,yes,no,unknown,15,may,59,1,-1,0,unknown,no
9543,44841,35,management,single,tertiary,no,1120,no,no,unknown,21,sep,4,1,771,2,success,no
13922,14908,34,services,married,secondary,no,889,yes,no,cellular,16,jul,417,7,-1,0,unknown,no
19152,39424,36,unemployed,single,tertiary,no,953,yes,no,cellular,22,may,169,1,94,2,other,no
22423,24911,43,management,married,tertiary,no,1684,yes,no,cellular,18,nov,435,4,-1,0,unknown,no
13365,11047,53,housemaid,divorced,secondary,no,120,no,no,unknown,17,jun,343,2,-1,0,unknown,no
7475,27244,39,blue-collar,married,secondary,no,1969,no,no,cellular,21,nov,63,2,-1,0,unknown,no
13144,40157,59,housemaid,married,secondary,no,0,no,no,telephone,5,jun,153,1,-1,0,unknown,no
20514,25168,36,services,married,secondary,no,0,yes,no,cellular,18,nov,1093,2,-1,0,unknown,no
20851,22354,47,technician,married,secondary,no,147,no,no,cellular,22,aug,136,2,-1,0,unknown,no
12571,23107,42,housemaid,married,tertiary,no,0,no,no,cellular,26,aug,112,10,-1,0,unknown,no
3569,6215,55,technician,married,secondary,no,1004,yes,yes,unknown,27,may,224,1,-1,0,unknown,no
19989,44723,43,management,divorced,tertiary,no,2251,no,no,cellular,7,sep,332,5,-1,0,unknown,no
9659,32511,44,blue-collar,married,primary,no,279,yes,no,cellular,17,apr,85,1,339,6,other,no
15909,38819,32,blue-collar,married,tertiary,no,143,yes,yes,cellular,18,may,90,1,-1,0,unknown,no
47,33060,31,technician,single,secondary,no,538,yes,no,cellular,17,apr,660,3,-1,0,unknown,no
4424,20751,57,blue-collar,married,unknown,no,2449,no,no,cellular,13,aug,142,2,-1,0,unknown,no
7357,2660,31,blue-collar,married,secondary,no,822,yes,no,unknown,13,may,185,6,-1,0,unknown,no
18125,23869,33,technician,single,tertiary,no,176,no,no,cellular,29,aug,112,2,-1,0,unknown,no
14841,19507,33,technician,single,secondary,no,20,yes,no,cellular,7,aug,131,2,-1,0,unknown,no
12888,19013,60,blue-collar,married,secondary,no,2879,yes,no,cellular,5,aug,122,1,-1,0,unknown,no
6187,40731,35,entrepreneur,married,secondary,no,2971,no,no,cellular,7,aug,158,2,95,6,success,no
24270,7061,29,self-employed,married,secondary,no,542,no,no,unknown,28,may,104,3,-1,0,unknown,no
7652,35540,32,technician,single,tertiary,no,2626,yes,yes,cellular,7,may,217,2,351,2,other,no
7469,33256,35,blue-collar,married,secondary,no,243,yes,no,cellular,20,apr,41,3,-1,0,unknown,no
24628,35110,34,technician,married,secondary,no,1254,no,no,cellular,6,may,77,3,-1,0,unknown,no
20223,14139,52,services,married,secondary,no,5,yes,yes,cellular,11,jul,94,2,-1,0,unknown,no
6576,27450,59,blue-collar,married,secondary,no,10054,no,no,cellular,21,nov,175,3,100,6,failure,no
26828,23925,32,technician,single,secondary,no,1179,no,no,telephone,29,aug,116,2,-1,0,unknown,no
13158,15333,28,blue-collar,married,secondary,no,2378,yes,yes,cellular,18,jul,800,6,-1,0,unknown,no
5513,19910,47,technician,divorced,tertiary,no,8422,no,no,cellular,8,aug,200,4,-1,0,unknown,no
17996,129,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
401,32159,38,technician,single,secondary,no,8381,no,no,cellular,15,apr,82,1,145,1,failure,no
10111,12215,46,management,divorced,tertiary,no,-49,yes,no,unknown,20,jun,10,23,-1,0,unknown,no
8434,9836,49,blue-collar,married,primary,no,902,no,no,unknown,9,jun,210,2,-1,0,unknown,no
4156,35160,35,blue-collar,married,secondary,no,-701,yes,yes,cellular,7,may,531,3,-1,0,unknown,no
16837,16130,44,services,married,primary,no,440,no,yes,telephone,22,jul,249,21,-1,0,unknown,no
36,37813,35,student,divorced,primary,no,2755,yes,no,cellular,14,may,177,2,345,3,other,no
5138,19794,47,unemployed,married,secondary,no,1108,no,no,cellular,8,aug,169,2,-1,0,unknown,no
1914,5792,27,technician,single,secondary,no,162,no,no,unknown,26,may,265,9,-1,0,unknown,no
18193,26847,56,technician,single,secondary,no,1437,yes,no,cellular,20,nov,367,8,-1,0,unknown,no
26188,1811,55,blue-collar,married,primary,no,1373,no,no,unknown,9,may,1087,2,-1,0,unknown,no
18014,16593,28,technician,married,secondary,no,158,yes,yes,telephone,24,jul,77,1,-1,0,unknown,no
21981,18806,49,technician,married,secondary,no,8973,no,no,cellular,31,jul,9,10,-1,0,unknown,no
23015,23434,38,technician,married,secondary,no,0,no,no,cellular,28,aug,82,4,-1,0,unknown,no
24629,17842,48,management,married,tertiary,no,14530,yes,yes,telephone,29,jul,863,10,-1,0,unknown,no
17599,19347,36,technician,married,secondary,no,361,no,no,cellular,6,aug,188,4,-1,0,unknown,no
25857,37194,29,management,single,tertiary,no,0,yes,no,cellular,13,may,155,1,351,1,failure,no
6345,20263,49,technician,divorced,tertiary,no,917,no,no,cellular,11,aug,165,6,-1,0,unknown,no
4449,4265,45,blue-collar,married,secondary,no,42,yes,no,unknown,19,may,125,5,-1,0,unknown,no
19833,24907,40,management,married,tertiary,no,1217,yes,yes,cellular,18,nov,155,1,-1,0,unknown,no
2297,18946,41,management,married,tertiary,no,651,no,no,cellular,4,aug,104,1,-1,0,unknown,no
23522,17212,43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no
843,10109,60,blue-collar,married,unknown,no,3538,no,no,unknown,11,jun,261,1,-1,0,unknown,no
1956,41714,29,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,no
7268,27796,43,technician,married,secondary,no,3049,no,no,cellular,28,jan,383,2,-1,0,unknown,no
8163,40074,40,services,married,secondary,no,17,no,no,cellular,4,jun,78,1,-1,0,unknown,no
8120,5086,30,services,single,secondary,no,-838,yes,no,unknown,21,may,142,2,-1,0,unknown,no
13113,44960,36,technician,single,secondary,no,966,no,no,cellular,8,oct,135,2,91,13,failure,no
4651,4040,51,management,married,tertiary,no,0,yes,no,unknown,16,may,59,5,-1,0,unknown,no
24885,41201,33,admin.,single,secondary,no,0,no,no,cellular,20,aug,201,2,204,2,other,no
26477,2144,54,retired,married,primary,no,208,no,no,unknown,12,may,255,1,-1,0,unknown,no
12186,25615,55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,no
24728,5047,24,services,single,secondary,no,-148,yes,no,unknown,21,may,641,1,-1,0,unknown,no
7876,4601,46,entrepreneur,married,secondary,no,583,yes,no,unknown,20,may,137,2,-1,0,unknown,no
25164,21694,47,admin.,married,secondary,no,5401,no,no,cellular,19,aug,824,2,-1,0,unknown,no
19946,37649,36,admin.,divorced,secondary,no,869,yes,no,cellular,14,may,102,1,350,1,failure,no
13372,11915,24,technician,single,primary,no,126,yes,no,unknown,20,jun,10,58,-1,0,unknown,no
3205,1990,32,self-employed,married,tertiary,no,312,yes,no,unknown,9,may,262,2,-1,0,unknown,no
1292,583,55,services,divorced,primary,no,2298,yes,no,unknown,6,may,162,2,-1,0,unknown,no
17637,34819,39,management,single,tertiary,no,1428,yes,no,cellular,6,may,278,1,-1,0,unknown,no
13329,9888,47,admin.,married,secondary,no,533,no,yes,unknown,9,jun,128,1,-1,0,unknown,no
25568,16347,38,housemaid,married,secondary,no,0,yes,no,cellular,23,jul,157,1,-1,0,unknown,no
16064,12853,48,blue-collar,married,primary,no,14,no,yes,cellular,7,jul,120,1,-1,0,unknown,no
14851,28169,47,management,married,tertiary,no,1425,no,no,cellular,29,jan,113,1,-1,0,unknown,no
12054,43101,26,management,single,tertiary,no,0,no,no,cellular,23,feb,176,1,-1,0,unknown,no
17409,26636,33,self-employed,single,tertiary,no,4996,no,no,cellular,20,nov,230,1,-1,0,unknown,no
25455,37524,49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,13,may,36,9,173,1,failure,no
14124,34719,47,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,418,3,-1,0,unknown,no
15632,25098,34,technician,married,tertiary,no,544,yes,yes,cellular,18,nov,58,2,-1,0,unknown,no
6328,5640,27,admin.,married,secondary,no,3,yes,no,unknown,23,may,159,5,-1,0,unknown,no
18490,20268,55,housemaid,married,primary,no,578,no,no,cellular,11,aug,189,2,-1,0,unknown,no
1594,42879,54,admin.,divorced,secondary,no,0,yes,yes,cellular,4,feb,330,1,182,3,success,no
21921,18550,41,blue-collar,divorced,secondary,no,3,yes,no,cellular,31,jul,228,4,-1,0,unknown,no
3868,11432,43,admin.,married,secondary,no,1113,no,no,unknown,19,jun,477,7,-1,0,unknown,no
21345,37660,38,management,single,tertiary,no,-119,yes,no,cellular,14,may,185,1,-1,0,unknown,no
25401,22131,32,housemaid,single,tertiary,no,4,yes,no,cellular,21,aug,776,2,-1,0,unknown,no
24958,21837,34,technician,married,tertiary,no,0,no,no,cellular,20,aug,129,2,-1,0,unknown,no
1772,34540,51,admin.,married,primary,no,2,yes,no,cellular,5,may,295,1,-1,0,unknown,no
24480,30019,37,technician,married,secondary,yes,-143,yes,no,cellular,4,feb,95,1,-1,0,unknown,no
7168,33227,42,blue-collar,married,tertiary,no,1993,yes,no,cellular,20,apr,97,2,-1,0,unknown,no
14650,43276,29,management,single,tertiary,no,1351,no,no,cellular,11,mar,228,1,91,1,failure,no
5697,32305,36,blue-collar,married,secondary,no,2774,yes,no,cellular,16,apr,172,1,-1,0,unknown,no
24556,939,27,management,single,tertiary,no,134,yes,yes,unknown,7,may,68,3,-1,0,unknown,no
20685,31025,44,technician,married,secondary,no,2981,yes,yes,cellular,10,feb,118,2,-1,0,unknown,no
10530,31092,36,admin.,married,secondary,no,953,yes,no,cellular,17,feb,38,1,-1,0,unknown,no
15135,28750,42,services,married,primary,no,473,yes,no,cellular,30,jan,54,1,-1,0,unknown,no
9797,1561,44,management,divorced,tertiary,no,3932,yes,no,unknown,8,may,40,2,-1,0,unknown,no
7865,13738,28,blue-collar,single,secondary,no,475,no,no,telephone,10,jul,30,2,-1,0,unknown,no
15797,38014,55,blue-collar,married,primary,no,-219,yes,no,telephone,14,may,427,2,364,4,failure,no
25729,25180,41,management,married,tertiary,no,25,no,no,cellular,18,nov,431,2,-1,0,unknown,no
12507,1624,42,management,divorced,secondary,no,117,yes,no,unknown,9,may,105,1,-1,0,unknown,no
10859,17910,51,housemaid,married,tertiary,no,390,yes,no,cellular,30,jul,102,3,-1,0,unknown,no
6142,2519,56,retired,married,secondary,no,296,yes,no,unknown,13,may,128,1,-1,0,unknown,no
7496,29282,31,management,married,tertiary,no,4015,yes,no,cellular,2,feb,95,2,241,3,other,no
15175,12382,39,technician,married,secondary,no,0,no,yes,unknown,27,jun,103,1,-1,0,unknown,no
16210,45159,34,student,single,unknown,no,2321,no,no,cellular,9,nov,600,2,99,5,failure,no
3774,33583,55,admin.,married,secondary,no,499,yes,yes,cellular,20,apr,124,4,150,1,other,no
26432,24257,57,technician,married,tertiary,no,0,yes,yes,cellular,17,nov,142,1,-1,0,unknown,no
13985,22816,48,unknown,married,unknown,no,558,no,no,cellular,25,aug,433,6,-1,0,unknown,no
17444,11768,58,retired,married,secondary,no,5523,no,no,unknown,20,jun,141,1,-1,0,unknown,no
18743,19208,42,management,married,tertiary,no,0,no,no,cellular,6,aug,81,3,-1,0,unknown,no
1930,16927,53,management,married,tertiary,no,5261,no,yes,cellular,25,jul,1209,3,-1,0,unknown,no
26575,21024,33,technician,single,tertiary,no,0,no,no,cellular,14,aug,93,2,-1,0,unknown,no
827,568,46,unemployed,married,secondary,no,-125,yes,no,unknown,6,may,23,1,-1,0,unknown,no
2323,12213,40,admin.,married,secondary,no,67,no,yes,unknown,20,jun,70,5,-1,0,unknown,no
10486,23660,30,technician,single,secondary,no,167,no,no,cellular,28,aug,35,14,-1,0,unknown,no
1256,42280,61,retired,married,primary,no,2863,no,no,cellular,13,nov,264,1,-1,0,unknown,no
13959,4752,55,blue-collar,married,primary,no,2144,yes,no,unknown,20,may,129,8,-1,0,unknown,no
7127,11720,38,technician,married,secondary,no,0,yes,no,unknown,20,jun,111,1,-1,0,unknown,no
12434,8659,57,retired,married,unknown,no,316,yes,no,unknown,3,jun,72,8,-1,0,unknown,no
5046,33266,40,blue-collar,married,secondary,no,1386,yes,yes,cellular,20,apr,396,3,151,4,other,no
14506,14144,30,blue-collar,married,primary,no,35,yes,no,cellular,11,jul,366,2,-1,0,unknown,no
13622,26816,56,blue-collar,divorced,primary,no,12,no,no,cellular,20,nov,282,2,135,1,failure,no
20174,35166,31,blue-collar,married,secondary,no,990,yes,yes,cellular,7,may,92,1,-1,0,unknown,no
11462,12740,37,self-employed,married,secondary,no,1523,no,yes,cellular,7,jul,316,2,-1,0,unknown,no
104,14351,47,admin.,single,secondary,no,-331,yes,no,cellular,14,jul,227,4,-1,0,unknown,no
16387,20840,36,technician,divorced,secondary,no,1941,no,yes,cellular,13,aug,156,4,-1,0,unknown,no
13740,31455,60,admin.,married,secondary,no,7336,no,no,cellular,31,mar,494,1,-1,0,unknown,no
5531,44310,49,technician,married,secondary,no,308,no,no,cellular,27,jul,266,5,-1,0,unknown,no
4172,15784,60,retired,divorced,primary,no,685,no,yes,telephone,21,jul,89,1,-1,0,unknown,no
21284,33528,53,retired,married,secondary,no,352,yes,no,telephone,20,apr,58,5,-1,0,unknown,no
1807,6680,35,services,married,secondary,no,1453,yes,no,unknown,28,may,199,1,-1,0,unknown,no
25756,28891,30,admin.,married,secondary,no,373,yes,no,cellular,30,jan,353,2,228,4,other,no
3285,7457,59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no
23047,3469,55,technician,married,secondary,no,741,yes,no,unknown,15,may,973,2,-1,0,unknown,no
3878,8999,40,management,single,tertiary,no,-222,yes,no,unknown,5,jun,221,1,-1,0,unknown,no
21191,21661,40,technician,divorced,secondary,no,0,no,no,cellular,19,aug,60,2,-1,0,unknown,no
13571,6969,22,blue-collar,single,primary,no,3198,yes,no,unknown,28,may,109,2,-1,0,unknown,no
3293,36292,38,management,married,tertiary,no,-120,yes,no,cellular,11,may,148,1,367,2,failure,no
26338,34358,30,unemployed,married,secondary,no,476,no,no,cellular,4,may,99,4,-1,0,unknown,no
21693,10007,25,admin.,single,secondary,no,66,yes,no,unknown,9,jun,271,3,-1,0,unknown,no
16135,20715,52,technician,married,secondary,no,-384,yes,no,cellular,13,aug,114,4,-1,0,unknown,no
21330,3590,58,management,married,tertiary,no,714,yes,no,unknown,15,may,850,6,-1,0,unknown,no
21568,25748,32,management,married,tertiary,no,11281,no,no,cellular,19,nov,155,1,-1,0,unknown,no
5781,5845,40,blue-collar,married,secondary,no,3311,yes,yes,unknown,26,may,243,6,-1,0,unknown,no
24240,9358,44,admin.,married,secondary,no,248,no,no,unknown,6,jun,18,1,-1,0,unknown,no
21863,7196,53,technician,divorced,secondary,no,1301,yes,no,unknown,29,may,90,1,-1,0,unknown,no
26215,18132,52,management,divorced,tertiary,no,0,yes,yes,cellular,30,jul,278,3,-1,0,unknown,no
7237,27117,51,housemaid,divorced,secondary,no,330,no,no,telephone,21,nov,218,3,-1,0,unknown,no
22267,22372,33,technician,single,tertiary,no,99,no,no,cellular,22,aug,296,2,-1,0,unknown,no
7844,1538,29,housemaid,single,secondary,no,718,yes,no,unknown,8,may,91,3,-1,0,unknown,no
9464,31068,27,admin.,single,tertiary,no,4991,yes,no,cellular,13,feb,123,1,-1,0,unknown,no
24702,6754,52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no
13575,24148,23,admin.,single,secondary,no,40,no,no,telephone,10,nov,1239,1,-1,0,unknown,no
26624,2746,55,retired,married,secondary,no,188,no,no,unknown,14,may,139,2,-1,0,unknown,no
10473,740,35,management,single,tertiary,no,550,yes,no,unknown,6,may,55,2,-1,0,unknown,no
18269,40608,46,self-employed,single,secondary,no,526,no,no,cellular,4,aug,326,1,96,3,success,no
8377,39060,30,blue-collar,single,secondary,no,327,yes,no,telephone,18,may,21,2,-1,0,unknown,no
18242,774,39,admin.,married,secondary,no,20,yes,no,unknown,7,may,124,2,-1,0,unknown,no
17487,14970,40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown,no
23341,32546,36,blue-collar,single,primary,no,295,yes,no,cellular,17,apr,287,1,-1,0,unknown,no
15204,26786,59,technician,married,secondary,no,2034,no,no,cellular,20,nov,218,2,-1,0,unknown,no
2060,37727,42,entrepreneur,married,secondary,no,718,yes,no,cellular,14,may,201,2,365,2,failure,no
25289,24784,56,self-employed,divorced,secondary,no,0,no,no,cellular,18,nov,348,1,-1,0,unknown,no
15706,2593,41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no
3835,37007,33,services,married,secondary,no,1078,yes,no,cellular,13,may,320,4,175,4,other,no
2535,16858,34,management,married,tertiary,no,775,yes,no,cellular,25,jul,210,2,-1,0,unknown,no
9799,5651,56,blue-collar,divorced,primary,no,-216,yes,no,unknown,26,may,336,1,-1,0,unknown,no
19492,27499,34,technician,married,unknown,no,863,no,no,cellular,21,nov,360,2,-1,0,unknown,no
13883,19087,36,management,married,tertiary,no,287,no,yes,cellular,5,aug,156,1,-1,0,unknown,no
13654,7548,50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no
23806,10213,56,retired,married,primary,no,0,no,no,unknown,11,jun,188,2,-1,0,unknown,no
14011,32892,30,services,single,secondary,no,732,yes,no,cellular,17,apr,358,2,-1,0,unknown,no
14497,11961,52,retired,divorced,secondary,no,280,no,no,unknown,20,jun,8,12,-1,0,unknown,no
7599,8709,33,management,married,tertiary,no,982,no,no,unknown,4,jun,735,17,-1,0,unknown,no
19085,19521,50,technician,married,secondary,no,684,yes,no,cellular,7,aug,1834,2,-1,0,unknown,no
17890,11022,57,housemaid,married,primary,no,0,no,no,unknown,17,jun,187,2,-1,0,unknown,no
2826,29584,56,self-employed,married,tertiary,no,350,no,no,cellular,3,feb,83,3,-1,0,unknown,no
21016,7769,32,admin.,divorced,tertiary,no,-127,yes,no,unknown,30,may,288,4,-1,0,unknown,no
15926,24689,54,admin.,married,secondary,no,2935,yes,yes,cellular,17,nov,137,2,-1,0,unknown,no
18721,37393,47,admin.,divorced,tertiary,no,846,yes,no,cellular,13,may,85,2,370,2,failure,no
26120,14398,35,blue-collar,married,secondary,no,-102,yes,no,cellular,14,jul,334,3,-1,0,unknown,no
19079,13406,33,management,married,unknown,no,117,no,yes,cellular,9,jul,133,2,-1,0,unknown,no
22866,37702,50,blue-collar,married,secondary,no,-581,yes,no,cellular,14,may,877,2,345,5,failure,no
8001,16972,36,housemaid,married,tertiary,no,147,yes,yes,cellular,25,jul,1269,1,-1,0,unknown,no
26583,25089,50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,49,3,-1,0,unknown,no
8732,18401,42,blue-collar,married,primary,no,260,yes,no,telephone,31,jul,175,2,-1,0,unknown,no
